"區域別","總計"
"臺北市","2,616,473"
"高雄市","1,510,444"
"臺北縣","3,738,424"
"宜蘭縣","461,511"
"桃園縣","1,882,666"
"新竹縣","478,399"
"苗栗縣","560,163"
"臺中縣","1,533,896"
"彰化縣","1,315,936"
"南投縣","537,345"
"雲林縣","733,511"
"嘉義縣","557,636"
"臺南縣","1,106,464"
"高雄縣","1,242,983"
"屏東縣","898,329"
"臺東縣","238,945"
"花蓮縣","347,407"
"澎湖縣","92,580"
"基隆市","391,553"
"新竹市","390,973"
"臺中市","1,033,697"
"嘉義市","271,590"
"臺南市","756,792"
"金門縣","70,646"
"連江縣","10,218"
"總計","22,778,581"
