"區域別","總計"
"新北市","3,986,348"
"臺北市","2,682,721"
"桃園市","2,191,034"
"臺中市","2,788,828"
"臺南市","1,886,251"
"高雄市","2,776,786"
"宜蘭縣","456,362"
"新竹縣","552,334"
"苗栗縣","553,245"
"彰化縣","1,281,940"
"南投縣","500,686"
"雲林縣","689,861"
"嘉義縣","510,806"
"屏東縣","829,475"
"臺東縣","219,467"
"花蓮縣","329,016"
"澎湖縣","104,105"
"基隆市","371,317"
"新竹市","441,639"
"嘉義市","269,345"
"金門縣","137,577"
"連江縣","12,906"
"總計","23,572,049"
