"區域別","總計"
"臺北市","2,621,942"
"高雄市","1,512,815"
"臺北縣","3,710,999"
"宜蘭縣","462,165"
"桃園縣","1,855,317"
"新竹縣","467,874"
"苗栗縣","560,538"
"臺中縣","1,527,613"
"彰化縣","1,316,795"
"南投縣","538,301"
"雲林縣","736,348"
"嘉義縣","557,736"
"臺南縣","1,105,589"
"高雄縣","1,239,090"
"屏東縣","900,023"
"臺東縣","240,291"
"花蓮縣","348,970"
"澎湖縣","91,864"
"基隆市","392,385"
"新竹市","387,148"
"臺中市","1,022,297"
"嘉義市","270,554"
"臺南市","755,296"
"金門縣","64,907"
"連江縣","9,492"
"總計","22,696,349"
