"區域別","總計"
"臺北市","2,632,515"
"高雄市","1,495,596"
"臺北縣","3,612,495"
"宜蘭縣","465,966"
"桃園縣","1,764,870"
"新竹縣","446,977"
"苗栗縣","560,903"
"臺中縣","1,502,868"
"彰化縣","1,314,591"
"南投縣","542,007"
"雲林縣","744,176"
"嘉義縣","563,519"
"臺南縣","1,107,812"
"高雄縣","1,235,845"
"屏東縣","909,602"
"臺東縣","245,022"
"花蓮縣","353,068"
"澎湖縣","92,889"
"基隆市","390,906"
"新竹市","373,691"
"臺中市","984,236"
"嘉義市","267,711"
"臺南市","740,481"
"金門縣","57,205"
"連江縣","9,096"
"總計","22,414,047"
