"區域別","總計"
"新北市","3,941,239"
"臺北市","2,675,033"
"臺中市","2,687,052"
"臺南市","1,881,905"
"高雄市","2,778,798"
"宜蘭縣","458,599"
"桃園縣","2,031,837"
"新竹縣","524,559"
"苗栗縣","564,223"
"彰化縣","1,299,724"
"南投縣","520,043"
"雲林縣","710,829"
"嘉義縣","533,404"
"屏東縣","857,939"
"臺東縣","226,093"
"花蓮縣","334,989"
"澎湖縣","98,927"
"基隆市","377,021"
"新竹市","425,450"
"嘉義市","271,256"
"金門縣","113,755"
"連江縣","11,417"
"總計","23,324,092"
