"區域別","總計"
"新北市","3,955,777"
"臺北市","2,688,140"
"臺中市","2,702,920"
"臺南市","1,883,251"
"高雄市","2,779,790"
"宜蘭縣","458,378"
"桃園縣","2,044,857"
"新竹縣","530,882"
"苗栗縣","565,661"
"彰化縣","1,295,658"
"南投縣","517,037"
"雲林縣","707,389"
"嘉義縣","528,825"
"屏東縣","851,774"
"臺東縣","224,738"
"花蓮縣","333,823"
"澎湖縣","100,585"
"基隆市","374,799"
"新竹市","428,834"
"嘉義市","270,941"
"金門縣","121,261"
"連江縣","12,195"
"總計","23,377,515"
