"區域別","總計"
"新北市","3,971,250"
"臺北市","2,704,974"
"桃園市","2,108,786"
"臺中市","2,746,112"
"臺南市","1,885,550"
"高雄市","2,778,729"
"宜蘭縣","458,037"
"新竹縣","542,513"
"苗栗縣","563,489"
"彰化縣","1,289,295"
"南投縣","509,162"
"雲林縣","699,236"
"嘉義縣","519,482"
"屏東縣","840,931"
"臺東縣","222,244"
"花蓮縣","331,845"
"澎湖縣","102,355"
"基隆市","372,019"
"新竹市","434,258"
"嘉義市","270,273"
"金門縣","132,995"
"連江縣","12,533"
"總計","23,496,068"
