"區域別","總計"
"新北市","3,897,421"
"臺北市","2,622,883"
"臺中市","2,649,311"
"臺南市","1,873,406"
"高雄市","2,773,433"
"宜蘭縣","460,368"
"桃園縣","2,002,424"
"新竹縣","513,220"
"苗栗縣","561,016"
"彰化縣","1,306,789"
"南投縣","526,179"
"雲林縣","717,131"
"嘉義縣","542,832"
"屏東縣","872,893"
"臺東縣","230,513"
"花蓮縣","338,634"
"澎湖縣","96,926"
"基隆市","383,680"
"新竹市","415,557"
"嘉義市","272,320"
"金門縣","97,733"
"連江縣","9,959"
"總計","23,164,628"
