"區域別","總計"
"新北市","4,020,572"
"臺北市","2,642,877"
"桃園市","2,250,954"
"臺中市","2,815,704"
"臺南市","1,880,216"
"高雄市","2,774,571"
"宜蘭縣","454,161"
"新竹縣","564,296"
"苗栗縣","545,433"
"彰化縣","1,272,449"
"南投縣","493,984"
"雲林縣","680,963"
"嘉義縣","502,718"
"屏東縣","818,493"
"臺東縣","216,633"
"花蓮縣","326,063"
"澎湖縣","105,147"
"基隆市","368,932"
"新竹市","449,113"
"嘉義市","267,653"
"金門縣","140,253"
"連江縣","13,080"
"總計","23,604,265"
