"區域別","總計"
"臺北市","2,622,090"
"高雄市","1,525,996"
"臺北縣","3,837,077"
"宜蘭縣","461,013"
"桃園縣","1,960,336"
"新竹縣","503,655"
"苗栗縣","560,616"
"臺中縣","1,558,611"
"彰化縣","1,313,143"
"南投縣","531,810"
"雲林縣","723,700"
"嘉義縣","548,801"
"臺南縣","1,104,810"
"高雄縣","1,243,870"
"屏東縣","884,852"
"臺東縣","231,863"
"花蓮縣","341,504"
"澎湖縣","93,446"
"基隆市","389,067"
"新竹市","405,931"
"臺中市","1,066,843"
"嘉義市","273,813"
"臺南市","768,739"
"金門縣","84,841"
"連江縣","9,750"
"總計","23,046,177"
