"區域別","總計"
"新北市","3,967,571"
"臺北市","2,704,133"
"桃園市","2,061,501"
"臺中市","2,721,709"
"臺南市","1,884,641"
"高雄市","2,779,355"
"宜蘭縣","458,691"
"新竹縣","537,907"
"苗栗縣","567,092"
"彰化縣","1,291,312"
"南投縣","513,970"
"雲林縣","704,784"
"嘉義縣","524,276"
"屏東縣","847,155"
"臺東縣","224,218"
"花蓮縣","333,240"
"澎湖縣","101,803"
"基隆市","373,011"
"新竹市","432,259"
"嘉義市","270,925"
"金門縣","128,187"
"連江縣","12,538"
"總計","23,440,278"
