"區域別","總計"
"臺北市","2,606,151"
"高雄市","1,528,206"
"臺北縣","3,876,070"
"宜蘭縣","461,876"
"桃園縣","1,980,038"
"新竹縣","511,288"
"苗栗縣","561,946"
"臺中縣","1,562,197"
"彰化縣","1,312,491"
"南投縣","530,875"
"雲林縣","722,688"
"嘉義縣","547,709"
"臺南縣","1,104,009"
"高雄縣","1,242,783"
"屏東縣","882,339"
"臺東縣","232,821"
"花蓮縣","341,026"
"澎湖縣","96,387"
"基隆市","388,136"
"新竹市","411,981"
"臺中市","1,074,277"
"嘉義市","273,778"
"臺南市","771,235"
"金門縣","94,205"
"連江縣","10,002"
"總計","23,124,514"
