"區域別","總計"
"新北市","28,387"
"臺北市","21,468"
"桃園市","22,841"
"臺中市","21,602"
"臺南市","11,841"
"高雄市","19,447"
"宜蘭縣","3,096"
"新竹縣","4,452"
"苗栗縣","3,077"
"彰化縣","12,408"
"南投縣","3,174"
"雲林縣","4,251"
"嘉義縣","2,966"
"屏東縣","4,764"
"臺東縣","1,494"
"花蓮縣","2,430"
"澎湖縣","988"
"基隆市","2,084"
"新竹市","3,918"
"嘉義市","1,722"
"金門縣","1,211"
"連江縣","146"
"總計","177,767"
