"區域別","總計"
"臺北市","20,962"
"高雄市","11,904"
"臺北縣","31,676"
"宜蘭縣","4,098"
"桃園縣","19,338"
"新竹縣","5,708"
"苗栗縣","5,405"
"臺中縣","15,025"
"彰化縣","13,106"
"南投縣","5,015"
"雲林縣","7,257"
"嘉義縣","5,653"
"臺南縣","9,540"
"高雄縣","11,473"
"屏東縣","8,003"
"臺東縣","2,381"
"花蓮縣","3,106"
"澎湖縣","849"
"基隆市","3,015"
"新竹市","4,548"
"臺中市","9,024"
"嘉義市","1,986"
"臺南市","5,936"
"金門縣","739"
"連江縣","107"
"總計","205,854"
