"區域別","總計"
"臺北市","21,620"
"高雄市","11,993"
"臺北縣","32,444"
"宜蘭縣","3,796"
"桃園縣","19,435"
"新竹縣","6,186"
"苗栗縣","5,258"
"臺中縣","15,298"
"彰化縣","12,490"
"南投縣","4,588"
"雲林縣","6,500"
"嘉義縣","4,874"
"臺南縣","8,978"
"高雄縣","10,970"
"屏東縣","7,256"
"臺東縣","2,216"
"花蓮縣","2,967"
"澎湖縣","784"
"基隆市","2,943"
"新竹市","5,017"
"臺中市","9,305"
"嘉義市","2,182"
"臺南市","6,262"
"金門縣","937"
"連江縣","115"
"總計","204,414"
