"區域別","總計"
"新北市","27,617"
"臺北市","18,530"
"臺中市","19,537"
"臺南市","11,612"
"高雄市","18,684"
"宜蘭縣","3,448"
"桃園縣","15,838"
"新竹縣","5,031"
"苗栗縣","4,198"
"彰化縣","10,583"
"南投縣","3,420"
"雲林縣","5,057"
"嘉義縣","3,485"
"屏東縣","5,261"
"臺東縣","1,722"
"花蓮縣","2,341"
"澎湖縣","662"
"基隆市","2,191"
"新竹市","4,743"
"嘉義市","1,774"
"金門縣","1,053"
"連江縣","99"
"總計","166,886"
