"區域別","總計"
"臺北市","23,311"
"高雄市","13,075"
"臺北縣","34,286"
"宜蘭縣","4,701"
"桃園縣","20,614"
"新竹縣","6,025"
"苗栗縣","6,230"
"臺中縣","16,301"
"彰化縣","15,003"
"南投縣","5,616"
"雲林縣","8,857"
"嘉義縣","6,621"
"臺南縣","10,512"
"高雄縣","12,403"
"屏東縣","9,204"
"臺東縣","2,700"
"花蓮縣","3,550"
"澎湖縣","1,026"
"基隆市","3,344"
"新竹市","4,521"
"臺中市","9,681"
"嘉義市","2,332"
"臺南市","6,339"
"金門縣","715"
"連江縣","103"
"總計","227,070"
