"區域別","總計"
"新北市","26,181"
"臺北市","19,029"
"桃園市","21,444"
"臺中市","19,613"
"臺南市","10,783"
"高雄市","18,929"
"宜蘭縣","2,854"
"新竹縣","4,308"
"苗栗縣","2,795"
"彰化縣","12,096"
"南投縣","3,142"
"雲林縣","4,009"
"嘉義縣","2,922"
"屏東縣","4,441"
"臺東縣","1,364"
"花蓮縣","2,175"
"澎湖縣","996"
"基隆市","2,007"
"新竹市","3,583"
"嘉義市","1,426"
"金門縣","1,035"
"連江縣","117"
"總計","165,249"
