"區域別","總計"
"臺北市","25,647"
"高雄市","13,996"
"臺北縣","36,862"
"宜蘭縣","5,092"
"桃園縣","22,171"
"新竹縣","6,575"
"苗栗縣","6,973"
"臺中縣","17,910"
"彰化縣","16,227"
"南投縣","6,299"
"雲林縣","9,423"
"嘉義縣","7,235"
"臺南縣","11,570"
"高雄縣","13,659"
"屏東縣","10,088"
"臺東縣","3,056"
"花蓮縣","3,920"
"澎湖縣","1,076"
"基隆市","3,790"
"新竹市","4,949"
"臺中市","10,883"
"嘉義市","2,563"
"臺南市","6,724"
"金門縣","738"
"連江縣","104"
"總計","247,530"
