"區域別","總計"
"臺北市","26,998"
"高雄市","14,838"
"臺北縣","39,104"
"宜蘭縣","5,487"
"桃園縣","23,153"
"新竹縣","6,798"
"苗栗縣","7,139"
"臺中縣","18,946"
"彰化縣","16,981"
"南投縣","6,750"
"雲林縣","9,781"
"嘉義縣","7,604"
"臺南縣","12,347"
"高雄縣","14,230"
"屏東縣","10,560"
"臺東縣","3,108"
"花蓮縣","4,188"
"澎湖縣","1,093"
"基隆市","4,012"
"新竹市","4,864"
"臺中市","11,451"
"嘉義市","2,735"
"臺南市","7,340"
"金門縣","746"
"連江縣","101"
"總計","260,354"
