"區域別","總計"
"臺北市","20,691"
"高雄市","11,586"
"臺北縣","32,255"
"宜蘭縣","3,683"
"桃園縣","19,180"
"新竹縣","6,188"
"苗栗縣","4,976"
"臺中縣","14,666"
"彰化縣","12,146"
"南投縣","4,279"
"雲林縣","6,368"
"嘉義縣","4,665"
"臺南縣","8,577"
"高雄縣","10,596"
"屏東縣","6,908"
"臺東縣","2,057"
"花蓮縣","2,824"
"澎湖縣","726"
"基隆市","2,754"
"新竹市","5,215"
"臺中市","8,981"
"嘉義市","2,142"
"臺南市","6,196"
"金門縣","970"
"連江縣","104"
"總計","198,733"
