"區域別","總計"
"新北市","34,331"
"臺北市","27,992"
"桃園市","23,786"
"臺中市","25,655"
"臺南市","14,698"
"高雄市","21,757"
"宜蘭縣","3,525"
"新竹縣","5,556"
"苗栗縣","4,756"
"彰化縣","13,807"
"南投縣","3,630"
"雲林縣","4,774"
"嘉義縣","2,923"
"屏東縣","5,129"
"臺東縣","1,555"
"花蓮縣","2,682"
"澎湖縣","1,004"
"基隆市","2,548"
"新竹市","4,597"
"嘉義市","2,211"
"金門縣","1,360"
"連江縣","164"
"總計","208,440"
