"區域別","總計"
"新北市","31,611"
"臺北市","25,042"
"桃園市","23,356"
"臺中市","24,338"
"臺南市","13,773"
"高雄市","20,260"
"宜蘭縣","3,328"
"新竹縣","4,953"
"苗栗縣","3,844"
"彰化縣","13,070"
"南投縣","3,336"
"雲林縣","4,533"
"嘉義縣","2,803"
"屏東縣","4,824"
"臺東縣","1,484"
"花蓮縣","2,372"
"澎湖縣","1,038"
"基隆市","2,248"
"新竹市","4,287"
"嘉義市","1,924"
"金門縣","1,281"
"連江縣","139"
"總計","193,844"
