"區域別","總計"
"臺北市","21,151"
"高雄市","11,696"
"臺北縣","32,292"
"宜蘭縣","3,952"
"桃園縣","19,205"
"新竹縣","5,898"
"苗栗縣","5,289"
"臺中縣","14,920"
"彰化縣","12,939"
"南投縣","4,744"
"雲林縣","6,910"
"嘉義縣","5,242"
"臺南縣","9,137"
"高雄縣","11,172"
"屏東縣","7,668"
"臺東縣","2,318"
"花蓮縣","3,062"
"澎湖縣","861"
"基隆市","3,004"
"新竹市","4,858"
"臺中市","8,927"
"嘉義市","2,161"
"臺南市","6,147"
"金門縣","812"
"連江縣","94"
"總計","204,459"
