"區域別","總計"
"臺北市","19,403"
"高雄市","11,116"
"臺北縣","32,093"
"宜蘭縣","3,637"
"桃園縣","18,515"
"新竹縣","6,043"
"苗栗縣","4,639"
"臺中縣","13,936"
"彰化縣","12,245"
"南投縣","3,914"
"雲林縣","5,966"
"嘉義縣","4,252"
"臺南縣","8,176"
"高雄縣","9,961"
"屏東縣","6,337"
"臺東縣","1,940"
"花蓮縣","2,612"
"澎湖縣","764"
"基隆市","2,584"
"新竹市","5,328"
"臺中市","8,665"
"嘉義市","2,007"
"臺南市","6,020"
"金門縣","1,050"
"連江縣","107"
"總計","191,310"
