"區域別","總計"
"新北市","18,404"
"臺北市","15,398"
"臺中市","14,340"
"臺南市","13,206"
"高雄市","18,001"
"宜蘭縣","3,368"
"桃園縣","10,183"
"新竹縣","3,383"
"苗栗縣","4,302"
"彰化縣","8,934"
"南投縣","4,254"
"雲林縣","6,279"
"嘉義縣","4,970"
"屏東縣","7,410"
"臺東縣","2,276"
"花蓮縣","3,099"
"澎湖縣","848"
"基隆市","2,665"
"新竹市","2,180"
"嘉義市","1,743"
"金門縣","481"
"連江縣","48"
"總計","145,772"
