"區域別","總計"
"新北市","22,175"
"臺北市","17,106"
"桃園市","11,600"
"臺中市","16,070"
"臺南市","14,331"
"高雄市","20,508"
"宜蘭縣","3,733"
"新竹縣","3,519"
"苗栗縣","4,747"
"彰化縣","10,039"
"南投縣","4,785"
"雲林縣","6,866"
"嘉義縣","5,423"
"屏東縣","8,114"
"臺東縣","2,421"
"花蓮縣","3,276"
"澎湖縣","919"
"基隆市","2,829"
"新竹市","2,569"
"嘉義市","2,024"
"金門縣","750"
"連江縣","54"
"總計","163,858"
