"區域別","總計"
"新北市","23,256"
"臺北市","17,982"
"桃園市","12,637"
"臺中市","16,921"
"臺南市","15,234"
"高雄市","21,365"
"宜蘭縣","3,787"
"新竹縣","3,797"
"苗栗縣","5,089"
"彰化縣","10,384"
"南投縣","4,951"
"雲林縣","7,232"
"嘉義縣","5,734"
"屏東縣","8,544"
"臺東縣","2,582"
"花蓮縣","3,413"
"澎湖縣","974"
"基隆市","2,940"
"新竹市","2,715"
"嘉義市","2,065"
"金門縣","748"
"連江縣","55"
"總計","172,405"
