"區域別","總計"
"臺北市","14,016"
"高雄市","8,327"
"臺北縣","16,386"
"宜蘭縣","3,161"
"桃園縣","9,081"
"新竹縣","2,921"
"苗栗縣","4,173"
"臺中縣","7,999"
"彰化縣","8,354"
"南投縣","4,111"
"雲林縣","6,353"
"嘉義縣","4,815"
"臺南縣","8,152"
"高雄縣","8,160"
"屏東縣","7,354"
"臺東縣","2,382"
"花蓮縣","3,113"
"澎湖縣","843"
"基隆市","2,557"
"新竹市","2,050"
"臺中市","4,597"
"嘉義市","1,654"
"臺南市","4,111"
"金門縣","372"
"連江縣","50"
"總計","135,092"
