"區域別","總計"
"新北市","24,500"
"臺北市","17,212"
"桃園市","13,180"
"臺中市","17,506"
"臺南市","15,327"
"高雄市","21,712"
"宜蘭縣","3,886"
"新竹縣","3,797"
"苗栗縣","5,010"
"彰化縣","10,392"
"南投縣","4,737"
"雲林縣","7,084"
"嘉義縣","5,426"
"屏東縣","8,396"
"臺東縣","2,306"
"花蓮縣","3,172"
"澎湖縣","957"
"基隆市","3,015"
"新竹市","2,603"
"嘉義市","2,098"
"金門縣","769"
"連江縣","71"
"總計","173,156"
