"區域別","總計"
"新北市","21,935"
"臺北市","17,177"
"桃園市","11,854"
"臺中市","15,968"
"臺南市","14,390"
"高雄市","20,282"
"宜蘭縣","3,775"
"新竹縣","3,639"
"苗栗縣","4,834"
"彰化縣","9,764"
"南投縣","4,746"
"雲林縣","7,115"
"嘉義縣","5,591"
"屏東縣","8,099"
"臺東縣","2,501"
"花蓮縣","3,322"
"澎湖縣","911"
"基隆市","2,867"
"新竹市","2,541"
"嘉義市","1,920"
"金門縣","635"
"連江縣","63"
"總計","163,929"
