"區域別","總計"
"臺北市","15,260"
"高雄市","9,120"
"臺北縣","17,959"
"宜蘭縣","3,301"
"桃園縣","9,790"
"新竹縣","3,174"
"苗栗縣","4,282"
"臺中縣","8,625"
"彰化縣","8,795"
"南投縣","4,251"
"雲林縣","6,446"
"嘉義縣","4,759"
"臺南縣","8,594"
"高雄縣","9,069"
"屏東縣","7,387"
"臺東縣","2,312"
"花蓮縣","3,099"
"澎湖縣","756"
"基隆市","2,577"
"新竹市","2,212"
"臺中市","5,180"
"嘉義市","1,721"
"臺南市","4,396"
"金門縣","471"
"連江縣","46"
"總計","143,582"
