"區域別","總計"
"臺北市","14,516"
"高雄市","8,531"
"臺北縣","16,978"
"宜蘭縣","3,221"
"桃園縣","9,423"
"新竹縣","3,104"
"苗栗縣","4,257"
"臺中縣","8,260"
"彰化縣","8,743"
"南投縣","4,110"
"雲林縣","6,380"
"嘉義縣","4,865"
"臺南縣","8,581"
"高雄縣","8,443"
"屏東縣","7,567"
"臺東縣","2,429"
"花蓮縣","3,250"
"澎湖縣","752"
"基隆市","2,640"
"新竹市","2,155"
"臺中市","4,740"
"嘉義市","1,607"
"臺南市","4,372"
"金門縣","420"
"連江縣","54"
"總計","139,398"
