"區域別","總計"
"臺北市","13,777"
"高雄市","8,052"
"臺北縣","16,115"
"宜蘭縣","3,104"
"桃園縣","8,675"
"新竹縣","2,722"
"苗栗縣","3,900"
"臺中縣","7,791"
"彰化縣","8,309"
"南投縣","3,994"
"雲林縣","5,892"
"嘉義縣","4,479"
"臺南縣","7,941"
"高雄縣","7,942"
"屏東縣","7,137"
"臺東縣","2,298"
"花蓮縣","3,103"
"澎湖縣","749"
"基隆市","2,462"
"新竹市","1,964"
"臺中市","4,380"
"嘉義市","1,530"
"臺南市","4,099"
"金門縣","344"
"連江縣","42"
"總計","130,801"
