"區域別","總計"
"新北市","23,525"
"臺北市","17,467"
"桃園市","12,620"
"臺中市","16,904"
"臺南市","14,996"
"高雄市","21,368"
"宜蘭縣","4,007"
"新竹縣","3,641"
"苗栗縣","4,971"
"彰化縣","10,461"
"南投縣","4,890"
"雲林縣","7,324"
"嘉義縣","5,541"
"屏東縣","8,613"
"臺東縣","2,379"
"花蓮縣","3,290"
"澎湖縣","847"
"基隆市","2,914"
"新竹市","2,661"
"嘉義市","1,991"
"金門縣","768"
"連江縣","64"
"總計","171,242"
