"區域別","總計"
"新北市","20,280"
"臺北市","16,579"
"臺中市","15,017"
"臺南市","13,871"
"高雄市","18,945"
"宜蘭縣","3,476"
"桃園縣","10,977"
"新竹縣","3,390"
"苗栗縣","4,532"
"彰化縣","9,370"
"南投縣","4,542"
"雲林縣","6,680"
"嘉義縣","5,087"
"屏東縣","7,727"
"臺東縣","2,425"
"花蓮縣","3,167"
"澎湖縣","828"
"基隆市","2,681"
"新竹市","2,367"
"嘉義市","1,700"
"金門縣","571"
"連江縣","39"
"總計","154,251"
