"區域別","總計"
"新北市","19,774"
"臺北市","15,988"
"臺中市","14,915"
"臺南市","13,941"
"高雄市","18,845"
"宜蘭縣","3,490"
"桃園縣","10,878"
"新竹縣","3,458"
"苗栗縣","4,525"
"彰化縣","9,349"
"南投縣","4,578"
"雲林縣","6,478"
"嘉義縣","5,045"
"屏東縣","7,873"
"臺東縣","2,329"
"花蓮縣","3,137"
"澎湖縣","910"
"基隆市","2,725"
"新竹市","2,339"
"嘉義市","1,739"
"金門縣","550"
"連江縣","49"
"總計","152,915"
